X,Y,full_id,osm_id,osm_type,amenity,addr:door,source:name,diet:fish,highway,full_name,addr:building,contact:mobile,local_ref,name:yue-Hant,diet:lactose_free,lastcheck,contact:youtube,payment:amex,payment:onchain,payment:lightning,payment:coinos,currency:XBT,check_date:currency:XBT,fee,bottle,payment:google_pay,payment:apple_pay,diet:local,diet:dairy_free,payment:tcard,opening_date,parking,bicycle_parking,toilets:unisex,construction,diet:dairy,not:shop,membership,branch_name,drink:cola,vending,bar,office,memorial,material,historic,diet:non-halal,operator:wikipedia,payment:nfc_mobile_payments,emergency:exit,capacity:seats,dog,reservation,payment:qr_code,payment:cards,diet:non-vegetarian,diet:nut_free,website2,wikimedia_commons,barbecue,takeaway:covid19,open,name:ko,brand:ko,brand:en,disused:shop,name:ar,changing_table,addr:street:fr,gluten_free,addr:suburb,name:it,phone:mnemonic,lgbtq,payment:electronic_purses,payment:cryptocurrencies,not:name,tipping,seats,street_vendor,ele,name:ur,owner,payment:visa_debit,payment:nfc,payment:mastercard_debit,name:fr,brand:fr,alt_name:fr,dispensing,stars:system,stars,dine_in,phone:tollfree,cater,building:use,building:levels,building,diet:chicken,seating,survey:date,addr:place,alcohol,seasonal,wikipedia:fr,wikipedia:en,contact:email,former_name,level:ref,is_in,url,opening_hours:covid19,name:ru,cafe,operator:wikidata,source:date,fast_food,source:opening_hours,opening_hours:url,payment:gift_card,website:orders,diet:lacto_vegetarian,not:brand:wikidata,cost:coffee,drink,disused,microbrewery,catering,name:en,street_food,contact:website,contact:phone,disused:name,disused:cuisine,disused:brand:wikipedia,disused:brand:wikidata,disused:brand,disused:amenity,name:vi,indoor,entrance,door,diet:keto,toilets:access,delivery:just_eat,loc_name,wikipedia,just_eat,noname,description,access,check_date:smoking,check_date:diet:vegetarian,future,lottery,playplace,layer,healthcare,male,female,contact:twitter,contact:instagram,contact:facebook,payment:notes,payment:coins,name:zh,mapillary,email,llbo,diet:seafood,halal,unit,internet_access:ssid,short_name,payment:american_express,wikidata,diet:kosher,diet:halal,floor,website:fr,website:en,hst_number,opening_hours:signed,atm,self_service,shop,addr:floor,ref:store_number,website:menu,brand:website,opendata:type,ref:vatin,opening_hours:seating_area,image,diet:healthy,diet:gluten_free,check_date:diet:gluten_free,payment:interac,payment:contactless,drive_in,diet:vegan,air_conditioning,addr:country,comment,wheelchair:description,capacity,toilets,fax,diet:vegetarian,diet:meat,store_name,check_date:opening_hours,operator,alt_name,smoking,panoramax,start_date,payment:visa,payment:mastercard,pickup_window,highchair,official_name,addr:unit,old_name,branch,toilets:wheelchair,internet_access:fee,internet_access,wheelchair,level,addr:housename,washroom,store_ref,indoor_seating,gst_number,website,ref,phone,payment:debit_cards,payment:credit_cards,payment:cash,outdoor_seating,opening_hours:drive_through,opening_hours,drive_through,delivery,check_date,addr:street,addr:province,addr:postcode,addr:housenumber,addr:city,takeaway,name,cuisine,brand:wikipedia,brand:wikidata,brand
-80.0991917,43.9286694,n1346359757,"1346359757",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Harvey's,burger,en:Harvey's,Q1466184,Harvey's
-80.0987477,43.9287555,n1346360426,"1346360426",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Quiznos,sandwich,en:Quiznos,Q1936229,Quiznos
-80.0885095,43.9208134,n1348055848,"1348055848",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,yes,,2025-12-15,,,,,,yes,A&W,burger,en:A&W (Canada),Q2818848,A&W
-79.6229749,43.5170879,n1349694353,"1349694353",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-416-439-0000,,,,,,"Mo-Th 11:00-01:00; Fr-Sa 11:00-02:00; Su 11:00-00:00",,,,,,,,,yes,Pizza Nova,pizza,en:Pizza Nova,Q7199971,Pizza Nova
-79.2150301,43.149764,n1352160076,"1352160076",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,2026-04-03,,,,,,yes,Wendy's,burger,en:Wendy's,Q550258,Wendy's
-79.583239,43.554157,n1352953274,"1352953274",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-28,Lakeshore Road East,,,"114",Mississauga,yes,Pizza Pizza,pizza,en:Pizza Pizza,Q1194143,Pizza Pizza
-79.399856,43.715161,n1355685254,"1355685254",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,24/7,no,,,,,,,,yes,A&W,burger,en:A&W (Canada),Q2818848,A&W
-79.404003,43.730983,n1355711095,"1355711095",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-416-736-3636,,,,no,,,no,yes,,Yonge Street,,M4N 2M4,"3308",Toronto,yes,Pizzaville,pizza,,Q113001369,Pizzaville
-79.404236,43.7337957,n1355717087,"1355717087",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-416-489-6051,,,,no,,,no,no,,Yonge Street,,M4N 2N3,"3447",North York,yes,The Belly Buster Submarines,sandwich,,,
-79.8898357,43.2602197,n1357305392,"1357305392",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,sliding,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.376636,43.649553,n1358383868,"1358383868",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pita Lite Shawarma,kebab,,,
-79.5620093,43.6196425,n1363189385,"1363189385",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The West Mall,,,"133",Etobicoke,,Mazar Kebab,,,,
-79.3088592,43.7781139,n1368462909,"1368462909",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,2026-01-17,Sheppard Avenue East,,,"3305",Scarborough,yes,McDonald's,burger,en:McDonald's,Q38076,McDonald's
-79.3187037,43.798851,n1368462911,"1368462911",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,no,,2025-08-29,Warden Avenue,,,"2900",Scarborough,yes,Burger King,burger,,Q177054,Burger King
-79.1753104,44.5433793,n1369538970,"1369538970",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Captain Jack's Fish & Chips,fish_and_chips,,,
-79.3940425,43.6875333,n1370426743,"1370426743",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-27,Yonge Street,,,"1450",Toronto,,Holy Chuck,burger,,,
-79.3924102,43.6835877,n1370440373,"1370440373",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-31,Yonge Street,,,"1272",Toronto,yes,Domino's,pizza,en:Domino's Pizza,Q839466,Domino's
-79.386277,43.663176,n1370519176,"1370519176",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bay Street,,,"895",Toronto,,Sweetpepper,,,,
-79.3848031,43.6589733,n1370536597,"1370536597",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StopGap ramp,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,no,,"Mo-Fr 08:00-22:00; Sa,Su 08:00-21:30",,,,Bay Street,,,"717",Toronto,yes,Subway,sandwich,en:Subway (restaurant),Q244457,Subway
-79.3934587,43.687003,n1372142147,"1372142147",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://theroosterrotisserieandgrill.ca/,,+1 416-516-8111,,,,,,,no,,,Yonge Street,ON,,"1395",Toronto,yes,The Rooster,chicken,,,
-79.385281,43.6719903,n1375330893,"1375330893",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-416-927-7700,,,,,,,,,2025-09-04,Church Street,,,"810",Toronto,yes,Pizza Hut Express,pizza,en:Pizza Hut,Q191615,Pizza Hut
-79.376355,43.666567,n1375337555,"1375337555",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Subway,sandwich,en:Subway (restaurant),Q244457,Subway
-81.2670772,42.9952013,n1377260170,"1377260170",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double Double,pizza,,,
-79.391049,43.643799,n1382038163,"1382038163",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Street West,,,"330",Toronto,,Food Emporium,,,,
-79.3918515,43.6430703,n1383803047,"1383803047",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,yes,,,,,2025-07-12,Front Street West,,,"365",Toronto,yes,Pizza Nova,pizza,en:Pizza Nova,Q7199971,Pizza Nova
-79.1898818,44.3373559,n1385405302,"1385405302",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://skippersfishandchips.business.site/,,+1 705 437 2634,,,,,,,no,,,,,,,,only,Skipper's,fish_and_chips,,,
-82.6092528,42.0505768,n1387999410,"1387999410",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentucky Fried Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KFC,chicken,en:KFC,Q524757,KFC
-79.3750666,43.7048498,n1389102457,"1389102457",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thebagelhouse.com/,,+1-416-481-8184,,,,,,24/7,,,2026-03-19,Bayview Avenue,,,"1548",Toronto,,The Bagel House,,,,
-79.393216,43.7079342,n1392108948,"1392108948",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rudyresto.com/eglinton,,+1 416 519 6967,,,,,,"Su-We 12:00-22:00; Th-Sa 12:00-23:00",no,,2026-02-16,Eglinton Avenue East,ON,,"168",Toronto,only,Rudy,burger,,,
-82.2682761,45.669414,n1393201757,"1393201757",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Huron Fish & Chips,,,,
-79.3936003,43.6410056,n1394186751,"1394186751",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberty Shawarma,shawarma,,,
-81.2142724,42.9589634,n1394250631,"1394250631",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domino's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Domino's,pizza,en:Domino's,Q839466,Domino's
-81.2143421,42.9589537,n1394250633,"1394250633",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Subway,sandwich,en:Subway (restaurant),Q244457,Subway
-79.9166108,46.3661687,n1394912529,"1394912529",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,yes,McDonald's,burger,en:McDonald's,Q38076,McDonald's
-74.8999396,45.3471818,n1401841479,"1401841479",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Burger King,burger,en:Burger King,Q177054,Burger King
-79.7011042,43.6080595,n1406550671,"1406550671",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,2025-07-03,Britannia Road West,,,"885",,yes,Wendy's,burger,en:Wendy's,Q550258,Wendy's
-79.6940123,43.6125006,n1406553724,"1406553724",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,2025-06-08,,,,,,yes,Pizzaville,pizza,,Q113001369,Pizzaville
-79.6939586,43.6126365,n1406553769,"1406553769",node,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,https://www.pandaexpress.ca/,,+1-905-507-3555,,,,,,Mo-Su 10:30-21:00,,,2025-06-08,Mavis Road,,L5R 3T7,"5985",Mississauga,yes,Panda Express,chinese,en:Panda Express,Q1358690,Panda Express
